student_id,age,gender,major,study_hours_per_day,social_media_hours,netflix_hours,part_time_job,attendance_percentage,sleep_hours,diet_quality,exercise_frequency,parental_education_level,internet_quality,mental_health_rating,extracurricular_participation,previous_gpa,semester,stress_level,dropout_risk,social_activity,screen_time,study_environment,access_to_tutoring,family_income_range,parental_support_level,motivation_level,exam_anxiety_score,learning_style,time_management_score,exam_score
156105,26,Male,Business,6.5,4.3,1.8,No,97.7,5.6,Fair,3,Some College,Low,3.9,Yes,2.81,1,6.5,No,3,14.2,Dorm,Yes,Medium,1,2,10,Visual,9.5,67
156106,21,Other,Business,1.4,3.2,0.5,Yes,55,6.9,Poor,2,Some College,Low,7.8,Yes,3.82,3,4,No,0,6.2,Dorm,Yes,High,2,9,6,Reading,8.1,99
156107,24,Male,Psychology,5.8,2.4,0.1,Yes,92,6.7,Good,4,Bachelor,Medium,9.8,No,3.94,6,4.9,No,4,9.6,Cafe,Yes,Low,1,4,10,Reading,4.4,100
156108,23,Female,Business,3,4.9,0.6,No,74.6,6.9,Good,3,Master,Medium,6.6,No,3.23,8,5.2,No,0,9,Co-Learning Group,Yes,Medium,4,1,10,Reading,9.4,80
156109,17,Female,Arts,6.7,1.3,1.4,Yes,69.9,6.9,Fair,5,Bachelor,Low,4.9,No,3.49,1,3.4,No,4,10.4,Quiet Room,Yes,Low,3,1,10,Kinesthetic,6.7,84
156110,21,Male,Arts,4.3,4.5,0.5,No,82.2,6.8,Good,1,Bachelor,Low,9.4,No,4,3,3.8,No,4,11,Cafe,Yes,High,5,7,8,Auditory,8,95
156111,24,Male,Biology,4.4,0.7,0,Yes,93.3,7.9,Fair,6,Bachelor,High,6.4,Yes,3.47,8,9.7,No,2,5.9,Co-Learning Group,No,Medium,6,10,5,Reading,8.4,86
156112,24,Male,Engineering,3.4,0.2,2.7,No,44,4.5,Good,1,High School,High,3.3,Yes,4,3,5.9,No,0,7,Quiet Room,Yes,Low,2,8,7,Kinesthetic,4.9,99
156113,16,Other,Engineering,3.7,3.4,2.4,No,60.5,5.4,Good,6,Bachelor,Medium,6.1,No,4,6,7.6,No,0,9.6,Dorm,No,Low,8,2,10,Auditory,6.3,100
156114,20,Male,Biology,5.5,3.8,1.6,Yes,61.7,5.9,Good,6,High School,Medium,4.7,No,4,3,6.8,No,3,12.6,Cafe,No,Medium,3,5,10,Auditory,1.7,100
156115,17,Other,Biology,3.9,0.6,0.3,Yes,92.1,7.5,Fair,6,High School,Medium,9.1,Yes,4,3,2.8,No,0,6.5,Cafe,Yes,High,7,10,5,Visual,1.2,100
156116,17,Female,Engineering,5.2,4.6,2.5,Yes,89.1,5,Fair,3,High School,High,7.6,Yes,3.24,7,5.8,No,2,12.3,Quiet Room,No,Low,4,6,9,Visual,4.2,87
156117,17,Male,Engineering,2.3,2.6,2.6,Yes,96.6,7.8,Fair,3,Master,High,8.3,Yes,4,8,6.2,No,4,9.1,Cafe,Yes,Medium,5,7,8,Visual,3.4,96
156118,19,Male,Psychology,3.4,4.9,2.8,Yes,84.2,5.8,Good,3,Bachelor,Medium,6,Yes,2.98,1,4.5,No,3,11.6,Dorm,No,Medium,3,2,10,Auditory,8.3,77
156119,20,Other,Psychology,5.4,3.3,1.1,No,99.5,9.9,Good,0,PhD,Medium,6.6,No,4,2,5.5,No,4,10.1,Co-Learning Group,Yes,High,4,3,10,Visual,5.4,96
156120,19,Female,Computer Science,3.953856466,3.8,0.4,No,83.6,5.1,Good,4,Master,High,6.4,Yes,3.21,8,5.7,No,2,8.9,Quiet Room,Yes,Low,10,3,10,Reading,5.8,83
156121,16,Other,Computer Science,6.762411452,3.1,0,Yes,81.7,7.4,Fair,5,Bachelor,Low,10,Yes,4,4,4.8,No,4,11.5,Co-Learning Group,No,Medium,5,10,5,Visual,2.7,100
156122,25,Other,Psychology,3.5,2.7,0.7,Yes,56.7,10.6,Fair,6,PhD,Low,6.9,No,4,5,1.5,No,0,8.6,Dorm,Yes,High,8,9,6,Reading,5.9,100
156123,22,Female,Psychology,0.8,3.7,2.1,Yes,44.6,5.7,Good,1,Bachelor,Low,9.7,Yes,2.77,3,5.8,No,0,7.4,Cafe,No,High,2,4,10,Auditory,1.5,59
156124,21,Female,Arts,3.8,0.5,2.5,No,75.6,7.9,Good,0,Some College,Medium,7,No,3.63,1,6.4,No,5,8.3,Cafe,Yes,Low,2,9,6,Visual,2.7,90
156125,19,Male,Business,1.4,4.1,0.9,No,92.5,5.1,Fair,7,High School,Medium,6.5,No,3.82,8,8,No,1,8.1,Dorm,No,Low,5,4,10,Auditory,8.9,98
156126,26,Female,Computer Science,5.172068379,3.3,1.6,Yes,58.2,5.8,Good,3,High School,High,6.8,Yes,3.05,8,6.8,No,0,11.3,Quiet Room,No,High,2,2,10,Kinesthetic,8.6,79
156127,27,Male,Arts,1.3,4.9,0.4,No,83.6,9.4,Good,4,Bachelor,Medium,7.7,No,4,3,6.8,No,1,8.2,Dorm,No,Low,8,6,9,Auditory,1.7,96
156128,23,Other,Arts,6.7,4.1,1.5,Yes,49,7,Good,4,PhD,High,6.5,No,4,7,5.2,No,0,13.7,Library,No,High,5,9,6,Kinesthetic,6.4,100
156129,19,Female,Business,0.9,4.3,1.1,No,75.7,8.5,Fair,7,PhD,Low,7.8,Yes,3.07,1,2.3,No,3,7.7,Cafe,Yes,High,4,8,7,Auditory,1.4,81
156130,25,Male,Arts,2.1,4.3,3.8,No,86.9,9,Good,3,Bachelor,Medium,10,No,4,8,5.2,No,2,12,Quiet Room,No,High,7,5,10,Reading,6.6,96
156131,18,Female,Arts,4.3,4.2,1.6,No,87.5,8.3,Good,7,Master,Medium,3.7,No,4,6,4.7,No,4,10.5,Quiet Room,Yes,High,4,3,10,Reading,9.1,99
156132,25,Female,Arts,4.8,0.7,2.4,No,89.5,7.8,Fair,1,High School,Medium,4,No,3.94,3,2.5,No,3,8.6,Cafe,Yes,Medium,6,8,7,Auditory,8,93
156133,21,Female,Biology,6,4.9,2.8,No,44.1,5.6,Poor,3,PhD,Low,7,Yes,4,8,10,No,3,14,Co-Learning Group,No,Low,3,10,5,Kinesthetic,2.8,100
156134,27,Other,Arts,7.8,1.4,2.4,No,61.7,8.6,Good,1,Some College,Medium,8.4,Yes,4,5,4.2,No,5,12.6,Library,No,High,8,5,10,Auditory,7.6,100
156135,28,Male,Biology,6.8,2.3,1.1,Yes,62.7,8.4,Good,7,PhD,Medium,8.3,Yes,4,2,3.8,No,4,10.4,Co-Learning Group,Yes,Low,10,7,8,Visual,7.2,96
156136,19,Female,Engineering,4.3,3.9,3,Yes,57.5,6.3,Good,5,Master,Medium,9.4,No,4,6,2.1,No,0,11.4,Dorm,Yes,Medium,4,4,10,Auditory,1.1,100
156137,21,Male,Computer Science,3.117858356,1.6,0.3,No,64.4,7.5,Fair,6,PhD,Medium,6.7,Yes,3.68,6,3.9,No,3,5.8,Co-Learning Group,No,High,9,7,8,Visual,1.9,90
156138,25,Female,Engineering,2.1,3.1,0,No,96.8,4.4,Good,3,PhD,High,7.3,No,4,4,4.3,No,0,6.3,Quiet Room,Yes,Low,2,9,6,Visual,10,97
156139,26,Female,Arts,4.5,4.3,1.8,No,75.6,7.1,Good,2,Some College,Medium,5,No,4,4,10,No,2,12.3,Library,No,Low,10,10,5,Kinesthetic,5.8,93
156140,27,Other,Biology,0.8,2.7,4,No,53.3,9,Good,1,Master,Medium,5.2,No,4,8,5.4,No,3,7.6,Cafe,Yes,Low,7,10,5,Visual,9.6,96
156141,22,Male,Engineering,2.1,2.9,3,Yes,53,7.9,Good,4,High School,Low,2.7,Yes,2.74,3,8.2,Yes,5,8.2,Cafe,No,Low,3,1,10,Auditory,4.2,61
156142,16,Female,Business,4.2,1.6,3.4,Yes,87.5,4.9,Good,7,High School,Medium,7.9,Yes,3.88,3,6.4,No,4,10.8,Dorm,No,Medium,6,5,10,Kinesthetic,2.2,100
156143,19,Other,Psychology,4.4,0.4,2.1,No,67.8,6.8,Poor,7,High School,Medium,8.9,No,4,3,2.9,No,2,8.2,Cafe,Yes,High,7,9,6,Auditory,5.8,94
156144,17,Female,Engineering,6.3,1.3,1.6,No,76.6,9.8,Good,4,PhD,Low,8.8,No,4,5,3.1,No,5,9.8,Dorm,Yes,High,5,5,10,Visual,3,100
156145,23,Female,Biology,4.1,3.7,2.9,No,87.5,6.7,Good,2,High School,Low,9.1,No,3.55,2,4.2,No,4,12.5,Dorm,Yes,Low,6,4,10,Visual,5.4,83
156146,17,Other,Arts,2.1,1.9,0.1,No,82.5,7.5,Good,2,PhD,High,9.4,No,3.41,3,5.8,No,0,5.3,Co-Learning Group,Yes,Low,3,2,10,Reading,1,92
156147,27,Other,Computer Science,3.582664449,4.7,3.6,No,72.7,7.4,Good,4,Some College,Medium,9.6,No,4,8,1.1,No,5,13.1,Dorm,Yes,Medium,8,8,7,Auditory,2,100
156148,27,Other,Engineering,3.6,1.1,1.2,No,94.2,9.4,Fair,3,High School,Low,3.4,Yes,3.17,2,7.2,No,4,6.3,Dorm,Yes,Medium,10,10,5,Auditory,4.9,85
156149,27,Other,Arts,4.9,2.7,2.8,No,83.3,8.2,Good,2,PhD,Low,9.8,No,2.96,5,7.1,No,1,12.1,Quiet Room,No,Medium,4,5,10,Auditory,2.3,69
156150,28,Female,Psychology,3.6,3.1,0.1,No,47.6,9,Good,4,Some College,High,7.7,Yes,4,7,2.6,No,5,7.3,Co-Learning Group,Yes,High,8,10,5,Visual,7.8,100
156151,17,Male,Biology,4.5,1.7,0.4,Yes,72.9,7,Good,3,Master,High,4.6,Yes,3.94,6,6.5,No,5,6.8,Dorm,No,High,1,6,9,Kinesthetic,9,100
156152,26,Other,Engineering,7.9,4.2,0.7,No,46.7,7.5,Good,7,Some College,High,4.5,Yes,4,6,7.3,No,2,13.2,Library,No,Low,7,6,9,Reading,8.3,97
156153,19,Male,Engineering,3.6,2.3,0.4,Yes,61.7,4.2,Good,6,Some College,Medium,7.3,Yes,2.85,3,4.9,No,2,6.5,Quiet Room,No,Medium,3,7,8,Visual,3.2,64
156154,19,Female,Engineering,3.3,4.2,0.4,No,56.5,6,Fair,6,PhD,Low,4.5,Yes,2.8,5,2.8,No,3,9.3,Co-Learning Group,No,Low,2,3,10,Reading,3.5,80
156155,26,Female,Engineering,5.8,0.4,3.7,Yes,60.9,9,Fair,1,Master,Medium,7.6,Yes,2.78,2,5.9,No,4,10.3,Cafe,No,High,7,2,10,Kinesthetic,4.7,64
156156,25,Male,Business,2.5,0.8,0.9,Yes,71,7.8,Good,2,Some College,High,5.4,Yes,3.15,1,6,No,0,6.2,Library,No,High,9,6,9,Visual,7.6,79
156157,23,Male,Arts,1.4,3,2.3,Yes,41,5,Fair,2,High School,High,6.3,Yes,3.78,5,3.7,No,3,7.2,Co-Learning Group,No,Medium,9,7,8,Auditory,5,96
156158,22,Female,Arts,2.1,3.6,2.9,Yes,44.3,6.4,Good,2,Master,High,8.8,Yes,4,7,5.5,No,2,8.9,Quiet Room,Yes,Low,4,7,8,Reading,1.9,100
156159,24,Female,Arts,4.1,1.5,1.4,Yes,82.1,7,Fair,3,Master,High,8.6,Yes,3.79,8,6.2,No,3,9,Dorm,Yes,Low,7,7,8,Reading,1.9,91
156160,17,Other,Computer Science,3.303034188,2.6,3.6,Yes,40.4,5,Good,2,Master,High,3.9,Yes,4,2,8,No,0,11,Quiet Room,No,High,8,8,7,Kinesthetic,6.7,100
156161,23,Male,Engineering,0,1.8,1.5,No,44.6,8.3,Poor,0,Bachelor,Medium,8.9,No,3.88,8,3.2,No,4,5,Quiet Room,No,Low,2,1,10,Auditory,6.9,100
156162,16,Male,Biology,1,2.1,1.9,Yes,92.7,5.6,Good,0,High School,Medium,7.3,Yes,4,1,3.3,No,2,5.3,Quiet Room,No,High,9,3,10,Kinesthetic,2.4,98
156163,23,Male,Business,3.5,1.9,3.6,No,40.8,7.5,Good,4,High School,Low,8.8,Yes,3.59,5,3.9,No,5,9.4,Library,Yes,High,4,6,9,Reading,6.4,90
156164,22,Male,Psychology,4,4.9,1.4,No,59.6,8.5,Fair,4,Master,Medium,6.6,No,4,7,3.7,No,4,11.6,Quiet Room,No,Medium,1,5,10,Kinesthetic,8.9,92
156165,21,Other,Business,2.2,2.2,0.5,Yes,79.6,7.3,Fair,7,High School,Low,7.6,No,3.9,2,5.2,No,5,5.4,Cafe,No,High,3,6,9,Reading,8.8,92
156166,27,Other,Arts,4.8,0.9,2.5,Yes,96,6.9,Good,7,Master,Medium,5.4,No,3.77,7,6.1,No,3,9,Cafe,No,Medium,7,7,8,Reading,7.8,92
156167,21,Female,Computer Science,5.797763722,1.4,3.4,No,94.8,6,Good,3,Some College,Medium,7.5,Yes,3.1,4,1.5,No,3,12.4,Co-Learning Group,No,High,7,5,10,Reading,7.3,79
156168,26,Female,Arts,7.1,3.5,1.3,No,99.4,7.6,Good,6,Master,High,6.9,Yes,3.69,6,5.6,No,1,13.8,Quiet Room,No,Medium,6,6,9,Kinesthetic,6.4,90
156169,28,Male,Biology,2.6,3.5,2,Yes,66.6,7.3,Poor,6,High School,Medium,9.7,Yes,4,8,3.3,No,5,9.3,Cafe,Yes,Medium,9,9,6,Auditory,3.5,98
156170,16,Male,Business,7,0.1,2.2,Yes,86.4,8.7,Fair,1,Some College,Medium,7.9,No,4,7,5.5,No,0,10.8,Quiet Room,No,Low,9,5,10,Auditory,1.3,91
156171,18,Male,Psychology,8.1,2.3,2.7,Yes,64,8,Good,4,Some College,Low,1.6,No,4,2,3.6,No,3,13.2,Dorm,Yes,Low,8,2,10,Reading,7.2,100
156172,25,Female,Biology,3.5,0.3,3.7,No,62.1,6.6,Good,7,High School,Medium,4.8,Yes,4,7,6,No,3,8.7,Co-Learning Group,No,Low,8,6,9,Reading,9.9,95
156173,28,Other,Biology,4.8,2.6,1.2,Yes,46.9,7,Good,4,High School,Medium,6.2,No,3.59,7,9.9,No,1,9.2,Dorm,No,Low,3,10,5,Reading,4.5,91
156174,19,Male,Psychology,7,5,1.9,Yes,54.8,6,Good,1,PhD,Medium,6.7,No,3.34,6,3,No,1,14.7,Cafe,No,Low,1,1,10,Reading,4.7,82
156175,24,Other,Engineering,2.8,2.1,1.8,No,80,7.3,Poor,5,High School,Medium,4.9,Yes,2.77,2,4.5,No,1,6.8,Co-Learning Group,No,Medium,9,3,10,Reading,8.5,69
156176,18,Male,Computer Science,8.004593547,4.1,2.6,No,83.1,4.4,Poor,5,Some College,High,5.1,No,3.62,3,6.4,No,3,15.8,Quiet Room,Yes,High,9,3,10,Kinesthetic,8.8,90
156177,23,Female,Computer Science,3.169718282,2.4,2.6,Yes,63,7.4,Good,2,Master,High,9.4,No,2.86,4,6.9,No,5,9.7,Cafe,No,Low,8,7,8,Reading,4.3,75
156178,23,Other,Business,2.4,3.6,0.6,Yes,48.4,4.8,Fair,5,High School,Low,5.7,No,2.78,1,4,No,1,7.8,Co-Learning Group,Yes,Low,9,6,9,Kinesthetic,8.8,81
156179,18,Male,Business,5,2.2,0.5,Yes,72.2,8.9,Good,2,Master,Low,7.6,Yes,3.89,1,8,No,2,8.6,Dorm,No,High,4,4,10,Kinesthetic,7.6,99
156180,19,Other,Biology,4,3.2,2.1,No,76.7,5.7,Good,5,Master,High,9.2,Yes,4,6,7,No,5,11,Library,No,High,10,9,6,Kinesthetic,2.3,95
156181,25,Other,Engineering,3.9,2.2,0.9,No,40.1,4,Good,2,Master,Medium,7.5,No,3.07,6,6.9,No,5,9,Co-Learning Group,Yes,High,10,6,9,Visual,7.7,79
156182,26,Male,Business,6.6,1.9,0.2,Yes,59.9,8.1,Good,7,High School,Medium,5.7,Yes,3.82,1,4.6,No,4,9.1,Library,Yes,Medium,2,2,10,Kinesthetic,4.3,94
156183,16,Other,Psychology,4.6,2.3,2.9,Yes,76.4,7.9,Fair,4,PhD,High,8,Yes,3.09,8,2.6,No,2,9.8,Library,No,Low,1,1,10,Reading,2,78
156184,19,Male,Psychology,1.4,1.3,2.3,No,96.2,5.7,Good,3,Master,High,7.3,No,4,4,4.3,No,5,7,Co-Learning Group,No,High,9,6,9,Auditory,4.5,100
156185,16,Other,Psychology,2.9,4.9,2.2,No,89,5.5,Good,6,Master,Medium,10,Yes,2.76,3,7.6,No,4,11.8,Cafe,Yes,Medium,6,3,10,Kinesthetic,1.7,70
156186,19,Male,Business,4.2,5,0,No,56.5,6.2,Fair,3,Some College,Low,5.3,Yes,2.95,1,5.6,No,1,11.1,Dorm,Yes,Low,5,8,7,Reading,4.8,72
156187,23,Male,Psychology,6.3,4.4,1.2,No,74.6,5.1,Poor,4,Some College,High,8,No,4,8,5.1,No,3,12.4,Quiet Room,No,Medium,7,8,7,Auditory,6.5,95
156188,20,Male,Psychology,3.5,0.2,3.5,No,62.6,5.1,Good,3,Bachelor,Low,6.3,Yes,3.95,6,5.9,No,0,7.4,Cafe,No,Low,8,4,10,Reading,2.9,100
156189,28,Other,Engineering,3.6,3.2,1.3,Yes,42.6,5.6,Good,3,Bachelor,Medium,9.9,No,2.97,5,8.9,No,2,10,Dorm,Yes,Medium,6,10,5,Visual,7.7,79
156190,26,Female,Biology,1.5,3.5,2.4,Yes,62.1,6.4,Fair,7,High School,Low,5.5,Yes,2.51,2,7.6,No,5,8.3,Dorm,No,High,5,10,5,Kinesthetic,4.6,61
156191,16,Female,Computer Science,6.369094622,4.5,1.7,Yes,95,7.7,Good,6,Some College,High,7.1,Yes,3.65,4,7.4,No,4,14,Dorm,Yes,Medium,2,2,10,Reading,4.6,92
156192,22,Other,Arts,6.3,2.8,1.8,Yes,97.3,5.4,Poor,5,PhD,High,7.9,Yes,4,7,5.2,No,0,12.5,Cafe,No,High,8,4,10,Kinesthetic,2.1,93
156193,27,Female,Biology,5.7,4,2.4,No,51.7,7,Good,7,High School,High,4.2,Yes,3.92,3,5.2,No,5,12.5,Dorm,No,Low,5,1,10,Kinesthetic,8.6,100
156194,19,Other,Arts,3.9,2.3,0.1,Yes,70.6,4.8,Fair,1,PhD,Medium,8,Yes,2.24,2,7.8,No,4,6.8,Dorm,No,Low,6,4,10,Visual,8.5,55
156195,26,Male,Arts,3.5,3,2.3,No,55.5,6,Poor,4,Some College,Medium,3.3,Yes,3.45,8,8.3,No,0,9.3,Dorm,Yes,High,7,7,8,Auditory,7.4,87
156196,16,Female,Arts,3.2,4.3,2.5,No,40.7,8.5,Poor,1,Bachelor,Medium,6.1,Yes,3.39,3,4.5,No,2,10.8,Co-Learning Group,Yes,Medium,1,6,9,Reading,3.1,83
156197,28,Other,Computer Science,8.658147493,1.8,2.3,No,56.9,8.5,Fair,0,Some College,High,6.7,No,3.08,8,9.9,No,1,14,Dorm,No,High,10,10,5,Visual,6,75
156198,23,Other,Biology,1.5,2.3,3.3,No,93.3,10.5,Good,1,Master,Medium,9.1,Yes,2.94,2,4.6,No,1,7.2,Dorm,Yes,Low,7,4,10,Kinesthetic,8.5,73
156199,26,Other,Computer Science,9.660968823,3.8,1,No,96.9,5.2,Fair,2,High School,High,6,No,4,2,5.2,No,2,15,Quiet Room,Yes,Low,9,7,8,Kinesthetic,1.5,95
156200,19,Female,Biology,4.9,3,2.1,No,78.3,7,Fair,2,Master,Medium,10,Yes,3.55,2,3.1,No,4,11.3,Quiet Room,No,Medium,8,3,10,Auditory,2.5,93
156201,24,Other,Computer Science,5.833049083,4.3,2.2,Yes,78.6,5.5,Poor,5,PhD,Medium,3.4,No,3.07,3,6.8,No,0,13.2,Library,Yes,Medium,6,1,10,Auditory,2.7,77
156202,26,Other,Biology,3.3,4,4,Yes,60.2,6.6,Fair,2,PhD,Medium,6.4,No,2.95,4,6,No,2,11.8,Dorm,No,Medium,1,2,10,Kinesthetic,1.4,73
156203,19,Other,Biology,2.7,4.4,2.7,No,54.8,9.6,Fair,7,High School,High,6.3,No,4,3,2.2,No,2,10,Quiet Room,No,High,7,9,6,Visual,4.2,98
156204,24,Male,Biology,3.6,4.8,3.6,No,93,6.4,Good,5,PhD,Low,10,No,2.68,5,5.2,No,1,12.8,Cafe,Yes,Medium,4,3,10,Visual,2.5,77
156205,27,Male,Computer Science,6.328658733,0.5,2.7,Yes,95.6,8.7,Good,6,PhD,Medium,4.9,Yes,4,1,6.4,No,0,10.8,Library,No,High,5,5,10,Auditory,8.3,96
156206,16,Male,Computer Science,4.631672838,3.1,2.9,Yes,99.6,8.8,Poor,4,Bachelor,Medium,6.9,Yes,3.17,1,7.2,No,3,11.9,Library,No,High,1,3,10,Visual,2.8,85
156207,28,Male,Biology,7.8,2,3.6,Yes,70.3,8.9,Good,6,PhD,High,4.3,Yes,3.14,4,4.4,No,2,15,Cafe,No,High,6,1,10,Reading,5.3,83
156208,27,Female,Arts,1.1,0.6,3.5,Yes,52.6,8.7,Good,1,Master,Low,8.7,Yes,3.62,6,4,No,5,5.6,Cafe,Yes,Medium,6,1,10,Kinesthetic,9.9,85
156209,20,Female,Engineering,4.1,2,3.4,Yes,67.5,8.3,Fair,4,Bachelor,High,6.9,No,4,1,1.4,No,0,9.9,Quiet Room,No,High,8,6,9,Kinesthetic,5.5,100
156210,28,Female,Computer Science,4.58273063,3.3,1.4,No,99.5,8.9,Fair,2,High School,Medium,7.4,Yes,4,7,7.2,No,4,10.8,Co-Learning Group,No,Low,5,9,6,Reading,4.2,100
156211,20,Other,Engineering,5.2,4.5,2.5,Yes,58.6,4,Poor,7,Master,Medium,4.9,No,4,3,3.3,No,1,12.6,Cafe,No,Low,10,9,6,Reading,4.2,100
156212,28,Male,Biology,3.5,2.9,3,No,95.2,7.2,Poor,3,Master,High,7.1,No,4,7,6.6,No,2,10.3,Quiet Room,Yes,Medium,6,3,10,Auditory,2.1,100
156213,24,Female,Business,7.8,2.2,2.7,Yes,47.7,8.4,Good,3,Master,High,8.8,No,4,4,5.3,No,2,13.6,Co-Learning Group,Yes,Medium,4,10,5,Reading,2.9,100
156214,18,Male,Arts,2.5,0.9,2.5,No,81,5.1,Fair,2,Bachelor,High,7.2,No,3.51,5,2.1,No,4,7.2,Quiet Room,Yes,Low,10,7,8,Reading,3.7,84
156215,17,Other,Engineering,7.1,4.6,3.8,Yes,92.5,4.5,Fair,3,High School,High,5,Yes,3.09,8,5.8,No,4,17.1,Cafe,Yes,High,10,6,9,Auditory,3.1,82
156216,22,Female,Psychology,5.5,4.9,3.5,No,91.3,6.9,Good,0,Some College,Low,8.2,Yes,2.58,5,6.2,No,2,14.1,Quiet Room,No,Low,3,1,10,Kinesthetic,6.2,58
156217,28,Male,Arts,3.4,3.9,1.5,No,85,5.8,Poor,1,Some College,Medium,8.4,Yes,3.33,7,3.5,No,1,9.9,Dorm,Yes,Low,9,3,10,Auditory,8.6,95
156218,25,Male,Biology,6.3,4,2.3,No,43.4,5.4,Good,1,Bachelor,Low,8.9,No,4,7,2.3,No,3,13.7,Quiet Room,Yes,High,1,5,10,Reading,6.3,100
156219,22,Male,Arts,4.9,0.1,2.8,No,66.2,4.1,Poor,7,High School,High,9.3,No,4,4,5.9,No,4,8.9,Quiet Room,Yes,Medium,4,3,10,Kinesthetic,8,100
156220,22,Male,Computer Science,5.233998535,1.7,3.2,No,96,7.4,Good,1,PhD,Medium,7.3,No,4,5,5.7,No,4,11.7,Dorm,Yes,Medium,3,7,8,Reading,2.9,94
156221,22,Female,Biology,2.9,4.2,4,Yes,64.7,5.6,Good,1,Master,High,8.8,No,2.99,6,5.9,No,1,12.3,Dorm,No,High,7,1,10,Reading,6,71
156222,19,Other,Psychology,1.5,0.2,1.8,No,52.4,5.5,Good,6,Some College,High,9,Yes,4,5,5.4,No,5,5,Library,Yes,Medium,7,5,10,Reading,5.2,91
156223,28,Male,Computer Science,6.287026969,1.5,3.7,No,87.9,5.4,Good,3,Some College,High,4.2,No,2.97,5,6.1,No,4,11.7,Library,Yes,High,4,2,10,Kinesthetic,3.6,66
156224,23,Male,Arts,7.4,2,2.9,Yes,87.3,7,Fair,3,Bachelor,High,6.3,Yes,4,5,5.7,No,4,13.8,Library,No,Medium,1,8,7,Kinesthetic,7.5,100
156225,25,Other,Psychology,4.6,4.5,0.9,Yes,81.5,8.2,Good,5,Bachelor,High,5.3,Yes,3.5,6,5.2,No,2,10.9,Library,No,High,8,10,5,Auditory,5.5,89
156226,20,Male,Arts,1.9,3.9,1.8,No,58.8,5.4,Fair,7,Bachelor,High,10,Yes,4,1,2.4,No,2,8.5,Quiet Room,Yes,High,8,9,6,Kinesthetic,6.5,92
156227,18,Other,Arts,5.1,0.4,2.8,Yes,52.5,6,Fair,4,Some College,Low,1.8,No,4,4,7.6,No,5,10.3,Library,No,Low,5,6,9,Kinesthetic,2,100
156228,17,Male,Business,4.2,0.9,1.7,No,97.3,9.3,Poor,5,High School,Low,8.6,Yes,4,3,5,No,1,7.3,Library,No,Medium,4,10,5,Visual,5,100
156229,26,Other,Psychology,2.9,4.3,3.6,Yes,89.4,7.6,Fair,7,Bachelor,High,6.5,Yes,4,2,5.4,No,3,10.9,Quiet Room,No,High,5,4,10,Auditory,2,100
156230,22,Other,Engineering,2.3,4.1,0.8,No,81.2,7.1,Fair,3,High School,High,4.3,Yes,4,4,3.7,No,1,8.6,Co-Learning Group,No,Medium,5,7,8,Visual,3.4,100
156231,17,Female,Computer Science,7.214939893,2,0.5,No,82.5,8.7,Fair,7,High School,Medium,8,No,4,7,8,No,4,11.7,Quiet Room,Yes,Low,4,1,10,Visual,9.2,99
156232,26,Other,Computer Science,6.42958726,1.9,0.9,No,66.3,6.5,Fair,6,Bachelor,Low,3.8,No,4,7,7.4,No,3,9.8,Quiet Room,No,High,7,4,10,Reading,4.5,95
156233,19,Other,Computer Science,7.471610194,3.3,3.3,Yes,87.2,7.4,Good,4,Master,High,8.5,No,3.84,1,1.5,No,1,15.7,Co-Learning Group,No,Low,1,4,10,Reading,1.6,91
156234,26,Male,Business,3.2,1,1.9,Yes,83.1,6.1,Good,0,Some College,Medium,8.5,No,4,3,4.8,No,4,6.7,Co-Learning Group,Yes,High,9,10,5,Reading,8.9,100
156235,28,Female,Computer Science,3.655967982,3,0,No,47.9,7.1,Good,2,Some College,Low,7.8,Yes,3.27,4,6.4,No,3,7.5,Library,No,Medium,9,7,8,Auditory,6.8,82
156236,26,Male,Business,4.3,3.7,1.7,Yes,96,6.2,Good,1,Bachelor,Low,6,No,4,3,3.5,No,5,11,Library,No,Medium,10,8,7,Visual,8.5,97
156237,27,Male,Computer Science,2.397526328,1.8,1.3,No,75.4,9,Good,4,Some College,Low,4.2,Yes,2.93,8,4.8,No,3,7,Dorm,No,Low,2,5,10,Kinesthetic,3.5,71
156238,19,Male,Arts,5.8,0.7,2.9,Yes,43.8,6.8,Good,3,Master,Medium,10,Yes,3.52,4,3.9,No,5,9.9,Library,Yes,Low,4,2,10,Auditory,4.4,85
156239,23,Female,Business,7.1,4.6,2.4,Yes,55.9,6.5,Poor,5,Bachelor,Medium,5.4,Yes,4,7,5.3,No,5,14.5,Co-Learning Group,No,Low,9,7,8,Reading,6.7,100
156240,21,Other,Biology,4.2,2.4,3.8,No,74.8,9.3,Fair,5,Some College,Medium,7.7,No,3.72,5,1.7,No,2,11.9,Co-Learning Group,Yes,Low,9,7,8,Auditory,4.1,98
156241,23,Male,Biology,7.1,1.4,3.2,Yes,88.4,8,Good,1,Master,Medium,6.9,Yes,4,8,6.5,No,0,12.7,Quiet Room,Yes,Medium,4,5,10,Auditory,9.5,100
156242,24,Other,Business,3.9,2.6,3.8,No,85.1,6.1,Good,0,High School,High,6,Yes,4,6,3.7,No,0,11.3,Cafe,No,Low,7,2,10,Kinesthetic,8.7,100
156243,18,Male,Engineering,4.1,4.4,2,Yes,55.8,8.6,Fair,6,High School,High,4.5,No,3.99,7,2.6,No,1,12.3,Quiet Room,Yes,Medium,3,10,5,Kinesthetic,1.6,95
